SA2_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
210031535,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,19,17,9,0,36,63,3,38,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,3,0,0,4,0,0,0,6,0,8,3,0,12,0,0,0,13,1099,1586,630,100,3415,1326,242,288,5272,790,1137,462,72,2459,894,140,219,3709,128,108,59,15,309,232,27,42,605,322,345,126,22,812,327,94,58,1290,444,453,180,33,1117,554,124,102,1899,6,0,0,0,11,40,3,19,67,4,0,0,0,7,9,0,0,12,0,0,0,0,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,8,5,0,17,53,6,20,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0
210031536,0,0,6,0,0,5,8,..,..,..,..,..,..,..,..,..,0,5,0,0,6,6,0,0,9,146,128,40,15,332,197,42,30,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,13,3,0,0,18,727,874,281,53,1939,704,154,160,2961,410,518,172,27,1127,315,61,62,1564,28,31,20,5,77,64,3,19,166,278,258,82,31,645,184,54,42,927,307,286,105,31,724,247,59,62,1092,143,105,49,11,317,235,32,44,631,9,13,0,0,21,17,11,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,155,124,58,11,351,250,46,48,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0
210031537,3,0,4,15,0,4,25,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,47,24,10,7,92,88,6,19,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,6,0,0,4,4,0,3,9,688,891,253,45,1875,633,111,148,2763,437,627,164,15,1250,288,75,54,1665,110,86,41,9,245,202,19,16,473,250,226,68,20,566,172,48,29,822,366,319,111,23,814,370,67,48,1290,30,6,3,4,45,57,12,6,120,3,0,0,0,7,16,4,5,36,0,0,4,0,4,16,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,14,4,56,91,17,18,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210031538,3,0,18,28,5,6,63,..,..,..,..,..,..,..,..,..,0,6,0,0,4,0,0,0,3,76,22,17,8,122,180,11,29,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,0,24,13,0,4,38,4,10,7,0,24,13,0,3,39,0,5,5,0,9,0,0,3,10,1442,1948,604,118,4117,1781,280,359,6540,743,1385,315,44,2498,681,111,90,3370,302,223,137,15,674,702,60,70,1507,567,501,204,31,1303,430,107,77,1917,865,718,345,46,1977,1133,174,148,3425,11,11,11,0,35,60,12,7,105,8,7,8,0,22,28,5,0,62,14,5,6,0,20,34,3,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,25,25,0,74,115,25,14,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0
210041240,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,4,1066,1808,487,43,3406,676,66,179,4325,1263,1906,566,53,3788,724,89,150,4754,0,5,3,0,9,18,0,0,32,0,0,3,0,3,5,0,0,12,3,4,6,0,15,22,0,0,40,0,4,0,0,4,6,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,3,0,8,11,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210041539,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,217,287,116,7,630,211,34,68,943,492,670,190,24,1380,359,42,77,1861,39,24,16,0,87,53,7,4,148,5,0,0,0,5,7,0,0,10,41,24,16,0,92,53,7,4,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210041540,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,167,54,86,8,317,400,21,31,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,3,0,0,9,3,0,0,11,1142,1608,653,59,3460,1258,123,236,5073,1100,1749,578,40,3461,820,82,160,4520,82,13,27,4,133,215,5,29,378,46,18,35,0,104,53,8,7,177,133,33,66,5,234,267,14,38,552,153,48,104,14,317,506,35,53,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,152,46,104,14,321,506,35,53,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210041541,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,25,23,24,0,77,74,8,9,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,934,1514,521,40,3009,694,79,157,3943,1008,1493,499,32,3033,679,96,132,3940,3,4,3,0,11,11,0,0,20,0,0,5,0,3,0,0,0,7,3,3,9,0,13,16,0,0,28,28,16,23,0,67,84,11,11,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,23,0,67,85,11,11,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051242,17,0,39,41,0,8,85,..,..,..,..,..,..,..,..,..,0,0,0,0,5,0,0,0,0,75,167,92,8,349,158,36,54,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,41,39,0,88,31,7,41,165,9,41,39,0,90,31,7,44,170,0,7,3,0,11,25,0,4,50,636,1380,743,91,2852,1038,226,363,4479,519,1027,540,72,2161,703,173,258,3287,43,32,35,0,115,134,10,26,282,133,188,74,18,408,116,44,59,626,181,218,112,18,523,245,52,88,901,81,119,91,13,299,107,17,62,482,0,0,0,0,0,0,0,0,0,3,16,15,0,37,30,0,10,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,135,111,11,337,142,17,69,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0
210051243,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,63,126,39,7,231,82,22,36,377,8,0,5,0,11,99,0,57,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,4,0,10,93,0,64,172,3,0,5,0,15,11,0,4,28,839,1924,840,86,3682,932,136,331,5082,694,1694,762,93,3253,814,121,259,4444,32,16,12,0,58,72,0,31,164,19,47,16,0,80,23,4,9,123,49,62,28,0,140,101,9,40,290,47,103,46,3,206,118,19,44,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,12,47,103,46,3,206,120,19,52,398,4,0,0,0,5,99,0,37,142,0,0,0,0,0,0,0,7,7,0,0,0,0
210051245,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,26,11,3,3,0,23,58,0,35,117,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,11,3,3,0,23,58,0,35,117,0,6,0,0,9,0,0,4,10,1527,2240,900,77,4750,1215,121,310,6396,1499,2159,846,68,4561,1153,94,204,6009,59,37,40,4,141,171,8,25,349,75,90,60,4,226,115,13,27,385,136,124,104,9,368,287,18,55,728,3,0,0,0,5,5,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,9,0,0,0,10,11,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
210051246,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,3,0,5,1045,2722,469,37,4281,364,42,155,4841,1511,3531,673,53,5771,574,50,172,6574,17,45,19,0,79,25,4,4,114,16,21,20,3,61,25,4,12,97,34,65,39,3,139,46,3,17,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051247,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,5,0,0,5,3,17,12,0,37,7,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,7,0,0,9,7,0,0,19,620,1995,782,69,3474,555,94,242,4360,601,1613,673,59,2944,464,93,203,3704,79,201,111,12,402,125,19,64,606,25,61,36,0,125,22,11,22,178,112,259,144,17,526,151,23,85,786,3,14,9,0,29,8,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,9,3,14,9,0,30,8,0,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051248,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,12,11,0,6,28,3,6,0,0,13,11,0,5,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051250,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,631,659,357,35,1685,807,96,159,2754,473,511,211,17,1208,409,36,49,1694,178,160,115,19,479,481,30,62,1056,27,30,14,3,74,27,7,10,105,206,193,134,20,547,505,39,71,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051441,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,9,36,9,0,60,31,0,9,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,484,1150,411,27,2069,412,64,127,2679,492,1002,365,27,1886,444,59,114,2507,4,18,6,0,33,21,0,0,59,11,16,5,0,34,9,0,3,50,18,31,12,0,71,31,0,6,108,10,29,16,0,66,22,4,10,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,29,16,0,66,30,4,13,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
210051442,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,15,16,7,0,41,9,5,6,61,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,5,0,3,0,0,0,5,0,4,0,0,4,0,0,0,4,453,1896,396,39,2788,301,50,158,3294,453,1890,392,40,2769,320,58,115,3264,6,8,3,0,16,8,0,0,29,61,60,56,12,185,95,17,24,321,70,71,60,12,206,102,17,23,351,7,13,10,4,34,7,0,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,7,13,10,4,34,7,0,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051443,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,5,5,0,21,11,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,7,904,2429,671,51,4054,589,106,196,4946,969,3154,715,70,4909,632,141,226,5909,47,95,49,3,198,86,12,24,323,31,66,33,4,128,35,3,20,184,82,160,73,8,329,126,15,41,511,9,7,3,0,17,7,4,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,6,5,3,0,17,9,4,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051445,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,503,103,9,898,120,16,55,1089,1317,3713,681,75,5792,705,139,358,6995,15,39,8,0,63,19,0,0,81,10,15,6,0,27,12,0,0,40,27,49,15,0,87,32,6,3,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051542,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,6,5,0,0,10,3,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,906,157,18,1400,145,33,37,1608,374,1618,260,25,2277,241,57,74,2650,16,40,11,0,63,9,3,0,76,38,36,12,0,87,33,7,4,129,54,76,25,0,154,45,6,8,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051543,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,12,8,4,0,20,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,0,5,485,1270,321,38,2110,367,52,117,2647,487,1788,331,23,2630,341,50,113,3142,77,90,40,4,207,101,11,24,341,79,130,57,14,285,84,26,24,422,155,226,95,22,494,188,35,45,758,8,8,5,0,18,11,0,3,35,0,0,0,0,0,0,0,0,4,0,3,6,0,10,3,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,3,0,33,10,4,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051544,0,0,11,6,0,19,39,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,12,13,5,0,26,4,0,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,333,1497,382,34,2254,274,40,126,2691,378,1276,362,24,2037,254,44,81,2420,33,81,35,6,162,45,4,15,227,13,10,5,0,31,10,5,5,45,42,93,47,6,191,57,4,13,272,10,5,0,0,22,5,0,0,29,0,0,0,0,0,0,0,0,0,11,3,0,0,25,22,0,16,64,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,25,15,6,0,45,26,3,16,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051545,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,321,1904,370,27,2615,203,37,120,2973,397,2108,449,36,2987,291,34,126,3441,20,61,21,6,111,22,0,15,150,33,83,29,5,148,28,9,4,192,55,144,50,5,254,53,16,17,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211011251,9,0,18,7,0,10,31,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,84,61,48,5,201,221,14,35,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,9,8,0,0,19,1111,1396,586,59,3163,1261,160,207,4791,812,1055,445,40,2347,652,103,92,3194,218,239,109,14,574,360,43,37,1014,97,88,40,6,223,117,17,10,375,316,322,146,18,803,481,62,47,1391,77,51,41,3,173,213,10,20,412,23,11,11,0,45,39,6,0,93,4,0,15,0,22,21,0,9,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,109,57,71,8,243,271,16,30,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211011254,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,3,0,5,0,0,7,4,0,0,9,1334,2142,604,57,4141,876,120,150,5281,1216,2219,597,50,4086,803,117,129,5132,145,70,24,3,241,153,8,11,413,92,155,59,9,310,76,12,13,409,233,226,75,11,549,230,19,23,819,5,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,10,0,0,12,4,3,3,0,12,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
