SA2_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
210021233,366,435,94,4,902,188,14,44,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,14,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,14,0,3,24,0,0,0,0,0,0,0,0,0,375,435,95,4,910,198,14,45,1175,384,449,73,4,910,185,23,64,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210021234,342,580,93,5,1022,162,18,21,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,12,18,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,6,3,0,0,12,24,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,350,585,97,5,1036,189,18,28,1263,379,588,101,4,1067,185,23,41,1316,12,3,8,0,27,26,0,3,58,0,0,0,0,0,0,0,0,0,12,3,8,0,27,26,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210021235,864,1149,264,13,2289,522,57,125,2988,3,0,0,0,7,12,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,5,12,0,0,19,5,4,0,0,14,29,3,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,4,0,0,14,29,3,5,45,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,10,0,4,4,0,9,9,0,0,17,0,3,0,0,3,0,0,0,3,876,1153,273,13,2320,568,55,127,3073,952,1201,274,13,2444,496,60,204,3204,6,0,3,0,12,36,4,8,54,0,0,0,0,0,0,0,0,3,6,0,5,0,12,36,4,7,60,4,11,8,0,21,37,5,9,75,0,0,0,0,0,0,0,0,0,0,0
210031236,487,621,216,32,1364,416,100,73,1951,43,43,32,0,118,74,15,13,223,23,23,10,0,49,24,8,6,80,64,63,38,7,175,93,20,17,304,37,36,21,3,92,95,8,17,214,0,0,11,0,17,9,4,11,39,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,35,38,31,0,111,102,17,24,254,3,0,0,0,3,0,0,46,53,0,0,0,0,0,0,0,5,5,6,0,0,0,3,10,0,4,20,8,0,0,0,6,12,0,52,68,0,0,0,0,0,0,0,0,0,596,723,295,39,1660,616,131,176,2580,484,732,220,24,1462,413,127,117,2117,44,41,22,3,116,101,16,27,252,105,95,30,9,240,74,30,30,372,145,135,55,13,354,170,41,50,617,19,6,3,3,34,58,8,20,118,0,3,18,0,21,13,0,15,44,0,0
210031237,940,1371,523,72,2901,809,103,119,3934,37,44,24,8,113,89,9,12,224,3,10,0,0,13,5,4,3,27,45,48,26,8,127,93,9,15,248,26,62,27,5,123,68,15,17,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,26,62,27,5,123,68,15,17,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,11,0,6,0,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,1013,1482,576,89,3159,978,130,153,4416,767,1473,488,74,2802,858,137,150,3950,47,103,33,0,182,95,17,26,320,59,97,27,7,193,56,11,28,283,105,200,59,3,375,149,26,51,603,12,19,0,0,34,20,3,10,62,0,0,0,0,0,0,0,0,0,0,0
210031439,178,366,74,5,616,116,19,24,779,11,17,0,0,23,3,0,3,31,4,10,0,0,14,0,0,0,19,13,26,3,0,41,3,4,5,50,69,5,5,0,78,66,5,6,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,69,5,5,0,78,66,5,6,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,10,268,401,79,5,747,185,25,40,991,204,363,66,10,641,144,8,30,825,3,0,5,0,7,3,0,0,14,44,48,24,3,118,37,3,13,168,50,46,27,3,122,41,8,13,182,4,0,4,0,5,11,0,4,21,5,0,0,0,5,30,0,0,38,0,0
210031440,455,577,199,21,1251,388,28,92,1764,25,18,27,0,69,71,10,6,154,5,4,0,0,14,0,0,0,15,31,25,24,0,82,73,10,6,171,19,18,19,0,61,35,6,8,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,19,18,19,0,61,39,6,8,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,510,622,240,27,1399,499,45,117,2057,431,558,205,18,1222,400,27,74,1715,34,49,26,5,117,113,4,21,259,40,53,22,9,121,55,9,17,200,76,95,51,13,238,162,20,37,458,0,6,3,0,11,11,0,9,27,0,0,0,0,0,0,0,0,0,0,0
210031535,785,1154,503,56,2494,952,127,152,3724,68,78,51,4,200,86,20,22,329,23,27,10,6,65,28,10,4,105,91,104,63,6,268,114,27,27,437,102,77,57,10,253,150,28,59,483,8,5,0,0,15,25,0,11,48,0,3,3,0,10,15,0,0,24,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,117,85,65,10,276,191,28,66,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,3,0,0,0,3,0,0,0,4,993,1349,636,72,3041,1252,180,245,4722,735,1174,476,63,2454,873,138,163,3632,112,141,60,7,322,200,35,36,598,234,241,86,23,586,179,59,46,875,345,387,147,32,904,383,95,85,1475,14,11,4,0,31,55,3,27,117,5,0,0,0,4,8,0,10,23,0,0
210031536,440,568,186,27,1220,310,59,61,1655,115,77,46,11,257,180,39,31,502,71,74,28,10,177,84,31,16,307,180,153,75,25,441,262,62,51,810,37,26,21,3,81,58,8,7,156,3,0,3,0,9,3,0,0,13,4,0,5,0,12,3,7,0,22,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,42,28,28,4,104,66,18,7,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,10,0,0,0,0,4,0,0,4,11,0,0,0,0,0,0,0,0,0,667,752,290,54,1767,644,136,121,2666,373,514,159,22,1076,311,58,69,1505,34,44,22,5,106,77,13,13,209,168,182,55,11,417,112,46,40,618,210,223,73,15,526,187,58,59,828,137,118,38,11,304,188,39,29,556,9,5,3,0,15,9,4,3,31,4,0
210031537,421,609,153,26,1212,311,65,58,1644,109,92,47,7,260,139,33,19,452,90,58,20,6,172,67,18,6,266,202,155,64,18,431,204,51,28,718,29,13,11,6,58,81,6,9,153,8,0,7,0,13,7,0,0,18,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,40,13,14,6,69,88,8,11,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,660,777,239,46,1720,604,123,92,2545,375,626,160,23,1194,288,43,68,1602,114,79,30,9,227,159,21,24,436,151,152,44,4,352,94,34,27,506,267,227,80,14,586,255,60,51,948,34,19,8,7,70,55,0,12,140,6,3,3,0,20,10,3,4,38,0,0
210031538,828,1306,377,64,2564,819,111,99,3599,173,97,75,13,355,378,36,35,801,143,106,58,10,319,103,34,17,476,315,203,135,24,677,481,71,53,1283,148,97,70,23,334,297,46,44,723,4,8,0,0,12,8,0,0,23,33,27,14,3,74,49,9,18,154,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,187,131,81,25,422,354,60,64,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,0,3,18,0,3,0,0,8,4,0,3,18,0,0,0,0,0,0,0,0,0,1332,1643,586,103,3670,1658,241,221,5788,651,1301,306,71,2330,696,96,125,3246,299,232,132,25,679,591,70,82,1425,411,380,143,20,957,304,103,111,1482,708,611,274,47,1638,892,172,197,2906,60,9,10,3,79,137,9,15,240,6,4,5,0,17,11,0,3,42,9,3
210041240,994,1912,462,45,3411,552,75,129,4167,0,0,0,0,3,3,0,0,9,0,3,0,0,9,0,0,0,9,4,8,0,0,12,0,0,0,11,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,995,1918,462,45,3423,557,75,127,4188,1059,1798,484,43,3379,651,65,180,4269,4,3,6,0,12,19,0,3,32,0,0,0,0,5,0,0,0,4,4,4,6,0,17,20,0,3,34,0,0,3,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0
210041539,143,226,108,9,490,185,9,20,711,0,0,0,0,3,3,0,0,8,0,0,0,0,6,0,0,0,4,0,0,0,0,0,5,0,0,9,3,0,3,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,3,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,146,231,113,9,499,200,9,20,737,209,284,117,7,617,209,33,60,922,0,3,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,7,4,3,5,0,7,0,0,0,13,3,0,0,0,3,5,0,4,9,0,0,0,0,0,0,0,0,0,0,0
210041540,901,1402,435,40,2780,596,84,121,3580,40,9,17,0,67,92,3,8,174,27,33,16,0,76,25,0,5,109,70,42,30,6,144,114,10,11,278,146,32,80,14,265,388,19,27,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,146,32,80,14,265,388,22,28,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1119,1477,546,52,3195,1104,112,155,4562,890,1519,503,42,2947,601,87,160,3798,79,12,41,6,142,227,8,37,406,17,15,17,0,45,32,0,6,86,94,27,61,6,185,254,13,43,499,167,54,86,8,317,400,21,31,769,0,0,0,0,0,0,0,0,0,0,0
210041541,833,1465,468,33,2803,511,87,89,3493,10,4,7,0,18,13,3,4,34,0,0,0,0,0,0,0,0,0,10,4,7,0,18,17,3,4,36,18,3,14,0,32,48,0,5,90,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,17,3,14,0,38,49,0,5,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,0,4,4,0,0,0,3,6,0,0,3,0,0,0,0,0,0,0,0,0,860,1472,493,35,2863,579,89,93,3623,901,1483,496,43,2921,608,77,143,3743,4,5,3,0,6,10,0,5,17,0,0,0,0,5,4,0,0,5,6,0,4,0,12,13,0,5,27,25,23,24,0,77,74,8,9,163,0,0,0,0,0,0,0,0,0,0,0
210051242,534,1075,614,63,2293,714,99,276,3377,23,37,16,3,75,38,5,26,143,11,8,6,0,27,8,0,0,30,26,40,23,3,101,40,10,29,177,50,62,51,4,161,115,6,40,328,9,25,7,5,41,17,0,0,60,13,9,10,4,33,25,7,4,69,..,..,..,..,..,..,..,..,..,0,0,0,0,6,0,0,0,3,70,93,71,7,242,156,14,45,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,638,1210,710,77,2643,918,114,356,4031,437,1001,520,69,2023,653,153,213,3046,38,49,35,8,133,126,9,18,283,78,119,45,6,243,47,17,31,341,110,173,85,10,375,173,32,45,622,73,153,70,8,307,114,35,43,499,0,0,4,0,4,0,0,0,3,5,18
210051243,780,1808,745,65,3402,645,92,256,4394,26,59,16,0,102,50,9,12,166,28,30,21,4,84,35,9,14,143,54,91,36,4,183,85,16,24,303,24,20,15,0,64,54,3,19,143,0,0,0,0,0,0,0,0,0,0,9,5,0,8,0,0,0,6,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,8,24,25,21,0,73,61,3,21,151,9,5,0,0,12,115,5,21,155,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,5,12,10,6,0,0,19,119,5,27,167,0,0,0,0,0,0,0,0,0,865,1938,804,71,3680,915,115,315,5024,742,1723,776,71,3309,702,100,209,4324,12,23,7,5,47,32,8,8,90,12,49,13,5,70,11,7,13,95,25,66,18,3,117,41,11,19,186,63,126,39,7,231,84,22,36,375,0,0,0,0,0,0,0,0,0,0,0
210051245,1384,2244,793,76,4500,932,103,139,5668,31,12,11,0,56,47,3,6,114,48,30,36,3,120,71,3,7,202,73,45,54,7,176,118,9,14,318,3,3,8,0,9,39,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,4,0,0,0,6,4,3,6,0,12,36,0,5,54,11,0,9,0,13,48,4,22,93,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,14,0,9,0,19,53,4,22,99,0,0,0,0,0,0,0,0,0,1463,2296,857,86,4702,1146,111,181,6143,1422,2141,800,76,4441,933,98,220,5690,46,37,43,3,129,135,16,23,297,46,52,50,0,149,73,9,27,259,90,89,91,8,275,208,21,48,558,0,0,0,0,4,17,0,0,25,0,0,0,0,0,0,0,0,0,0,0
210051246,707,2292,313,29,3338,229,19,52,3641,5,13,8,0,21,8,0,0,36,9,19,8,4,34,3,0,0,38,12,28,14,4,59,13,6,0,69,4,4,4,0,14,4,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,4,4,0,14,4,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,2329,329,31,3411,249,23,55,3735,1015,2661,428,41,4152,324,32,144,4652,15,27,13,0,60,15,4,9,86,17,26,19,0,66,24,6,6,95,30,51,36,0,120,42,8,9,179,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
210051247,472,1766,690,40,2971,354,52,104,3484,68,241,89,8,403,56,7,12,476,14,33,13,5,68,10,0,3,82,84,271,106,11,467,68,6,18,559,35,99,47,8,187,49,8,12,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,6,0,0,0,6,36,99,49,8,190,49,8,12,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,5,0,0,7,0,0,0,7,590,2140,842,62,3629,470,64,133,4304,527,1681,651,47,2908,431,76,180,3595,75,234,103,11,424,99,11,42,580,19,56,19,11,95,18,5,9,122,93,290,118,18,516,116,17,53,699,3,17,12,0,37,4,0,3,46,0,0,0,0,0,0,0,0,0,0,0
210051248,0,7,0,0,13,4,0,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,4,0,12,32,4,9,0,0,12,11,0,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051250,496,557,241,28,1328,367,42,58,1793,87,50,45,14,199,158,19,19,394,6,8,23,0,42,33,10,13,98,97,57,66,14,241,190,26,32,489,67,33,40,11,153,153,22,26,353,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,0,69,33,40,11,155,157,22,29,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,3,0,12,0,4,0,0,9,5,3,0,13,0,0,0,0,3,0,0,0,3,668,657,348,52,1726,720,96,120,2664,459,506,218,13,1193,373,46,66,1677,162,145,127,15,447,412,47,77,976,10,14,13,3,42,25,3,23,85,168,155,142,21,490,429,51,100,1062,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0
210051441,485,1079,382,22,1965,357,39,81,2453,16,43,19,5,79,17,5,3,105,5,3,9,0,16,0,0,3,22,18,44,29,5,95,21,4,6,123,3,6,7,0,19,17,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,6,7,0,19,17,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,1128,418,28,2073,402,48,93,2614,455,1079,370,27,1927,355,57,108,2458,15,31,30,0,69,18,0,12,97,6,3,0,0,10,5,0,0,18,13,28,30,0,80,24,4,10,114,9,36,9,0,60,31,0,9,99,0,0,0,0,0,0,0,0,0,0,0
210051442,526,1382,284,17,2211,239,41,100,2595,6,11,3,0,21,3,0,0,36,0,3,9,0,16,8,0,5,29,10,16,11,3,41,19,0,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,1399,296,20,2255,253,47,104,2661,379,1752,339,30,2508,254,28,118,2905,18,55,19,0,89,17,4,17,129,39,68,24,0,137,21,7,14,187,61,124,44,5,230,44,13,32,319,15,19,7,0,42,9,5,6,64,0,0,0,0,0,0,0,0,0,0,0
210051443,596,1735,546,40,2919,400,57,69,3449,16,11,3,0,36,17,0,4,60,3,28,3,0,36,6,0,0,42,24,35,11,0,70,26,0,4,103,9,10,11,0,30,22,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,9,10,11,0,30,22,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,1777,570,42,3020,457,63,75,3614,799,2232,589,43,3667,490,88,165,4403,59,144,48,3,253,61,15,22,353,40,44,31,0,110,29,3,10,146,99,187,73,6,365,87,16,37,502,8,5,6,0,17,11,0,0,32,0,0,0,0,0,0,0,0,0,0,0
